"Hillnumber","_Section","Hillname","Section","Region","Area","Metres","Feet","Map","Map25","Gridref","Colgridref","Colheight","Drop","Gridref10","Feature","Observations","Survey","Climbed","Classification","Countyname","Revision","Comments","xcoord","ycoord","Latitude","Longitude","Streetmap","Getamap","Ma","sMa","xMa","twinMa","xsMa","M","MT","xMT","C","CTM","CTC","xC","xCT","G","GTM","GTC","GTG","sG","D","DT","xDT","Mur","sMur","Hew","sHew","N","xN","W","WO","BL","Dewey","x5","B","Hu","xHu","twinHu","Bg","T100","COH","COA","COU","CoL"
"9","1.1","Meall Dearg","1A","M01A","","690","2264","52","379W","NN886414","NN842419","517","173","NN 88662 41488","trig point","","","","Ma,G","","28/10/01 00:00:00","","288660","741496","56.55219","-3.81279","#http://www.streetmap.co.uk/newmap.srf?x=288660&y=741496&z=3&sv=288660,741496&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN886414#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10","1.1","Creag Each","1A","M01A","","672","2205","51","368W","NN652263","NN645281","456","216","NN 65259 26366","small cairn on rocky prominence","","","","Ma,G","","28/10/01 00:00:00","","265257","726373","56.4103","-4.18538","#http://www.streetmap.co.uk/newmap.srf?x=265257&y=726373&z=3&sv=265257,726373&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN652263#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"11","1.1","Creag Gharbh","1A","M01A","","637","2090","51","378E","NN632327","NN627307","486","151","NN 63231 32720","trig point: OS measurement","","","","Ma,G","","28/10/01 00:00:00","","263229","732728","56.46676","-4.22155","#http://www.streetmap.co.uk/newmap.srf?x=263229&y=732728&z=3&sv=263229,732728&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN632327#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"12","1.1","Meall nan Caorach","1A","M01A","","623","2044","52","379W","NN928338","NN895332","302","321","NN 92868 33886","trig point: OS measurement","","","","Ma,G","","28/10/01 00:00:00","","292866","733893","56.4849","-3.74127","#http://www.streetmap.co.uk/newmap.srf?x=292866&y=733893&z=3&sv=292866,733893&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN928338#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"13","1.1","Meall Reamhar","1A","M01A","","620","2034","52","379W","NN922332","NN925335","464","156","","","","","","Ma,G","","10/02/03 00:00:00","","292200","733200","56.47853","-3.75179","#http://www.streetmap.co.uk/newmap.srf?x=292200&y=733200&z=3&sv=292200,733200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN922332#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"14","1.1","Creag na Criche","1A","M01A","","456.8","1499","52 53","379E","NN985350","NN 97002 36885","305.9","150.8","NN 98576 35079","cairn on rocky knoll","heathery knoll 30m E at NN 98607 35079 is 1m lower","Leica NA730/530","","Ma","","08/06/09 00:00:00","promoted in June 2009 after surveying increased the drop from 148m","298574","735087","56.49688","-3.64908","#http://www.streetmap.co.uk/newmap.srf?x=298574&y=735087&z=3&sv=298574,735087&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN985350#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"15","1.1","Birnam Hill - King's Seat","1A","M01A","","404","1325","52 53","379E","NO032401","NO014390","233","171","NO 03208 40172","large cairn","","","","Ma","","15/01/03 00:00:00","","303207","740180","56.5436","-3.57577","#http://www.streetmap.co.uk/newmap.srf?x=303207&y=740180&z=3&sv=303207,740180&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NO032401#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"16","1.1","Knock of Crieff","1A","M01A","","279","915","52 58","368E","NN873233","NN885237","117","162","NN 87307 23389","small cairn on track","","","","Ma","","28/10/01 00:00:00","","287305","723396","56.38934","-3.82699","#http://www.streetmap.co.uk/newmap.srf?x=287305&y=723396&z=3&sv=287305,723396&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN873233#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"17","1.2","Ben Vorlich","1B","M01B","","985","3232","57","365N 368W","NN629189","NN576214","154","831","NN 62915 18909","trig point: OS measurement","","","","Ma,M,Mur","","28/10/01 00:00:00","","262912","718916","56.34268","-4.21945","#http://www.streetmap.co.uk/newmap.srf?x=262912&y=718916&z=3&sv=262912,718916&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN629189#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"18","1.2","Stuc a'Chroin","1B","M01B","","975","3199","57","365N 368W","NN617174","NN621183","723","252","NN 61749 17458","cairn on E side of summit","cairn on W side of summit at NN 61673 17437 is lower","","","Ma,M,Mur","","28/10/01 00:00:00","","261746","717465","56.32931","-4.23754","#http://www.streetmap.co.uk/newmap.srf?x=261746&y=717465&z=3&sv=261746,717465&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN617174#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"19","1.2","Beinn Each","1B","M01B","","813","2667","57","365N","NN601158","NN602166","655","158","NN 60170 15797","cairn","","","","Ma,C","","28/10/01 00:00:00","","260167","715804","56.31394","-4.26217","#http://www.streetmap.co.uk/newmap.srf?x=260167&y=715804&z=3&sv=260167,715804&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN601158#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20","1.2","Meall na Fearna","1B","M01B","","809","2654","57","368W","NN650186","NN638187","573","236","NN 65083 18681","small pile of stones","","obvious summit","","Ma,C","","28/10/01 00:00:00","","265080","718688","56.34125","-4.18429","#http://www.streetmap.co.uk/newmap.srf?x=265080&y=718688&z=3&sv=265080,718688&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN650186#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"21","1.2","Beinn Dearg","1B","M01B","","706","2316","57","368W","NN696197","NN681203","355","351","NN 69673 19746","cairn","twin peak at NN 68515 18995 (cairn) is now considered lower","","","Ma,G","","28/10/01 00:00:00","Western top at NN685190 is 705m on large scale maps","269671","719753","56.3521","-4.11061","#http://www.streetmap.co.uk/newmap.srf?x=269671&y=719753&z=3&sv=269671,719753&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN696197#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"22","1.2","Sgiath a'Chaise","1B","M01B","","645","2116","57","365N","NN583169","NN591157","341","304","NN 58380 16930","tiny cairn","","","","Ma,G","","28/10/01 00:00:00","","258377","716937","56.32358","-4.29169","#http://www.streetmap.co.uk/newmap.srf?x=258377&y=716937&z=3&sv=258377,716937&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN583169#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"23","1.2","Mor Bheinn","1B","M01B","","640","2100","51 52 57","368W","NN717213","NN706205","313","327","NN 71723 21296","cairn","higher of two cairns on high point 160m NE of the trig point (NN 71625 21160)","","","Ma,G","","30/06/08 00:00:00","","271721","721303","56.36658","-4.07825","#http://www.streetmap.co.uk/newmap.srf?x=271721&y=721303&z=3&sv=271721,721303&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN717213#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"24","26","Ben Clach","26B","M26","","533","1749","57","368W","NN759152","NN741134","303","230","NN 75931 15230","no feature: ground on S edge of small shallow depression","","Abney level","","Ma","","22/12/07 00:00:00","","275929","715237","56.31324","-4.00728","#http://www.streetmap.co.uk/newmap.srf?x=275929&y=715237&z=3&sv=275929,715237&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN759152#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"25","26","Torlum","26B","M26","","393","1289","57","368E 368W","NN819192","NN787178","163","230","NN 81907 19222","trig point","","obvious summit","","Ma","","22/12/07 00:00:00","","281905","719229","56.35061","-3.91253","#http://www.streetmap.co.uk/newmap.srf?x=281905&y=719229&z=3&sv=281905,719229&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN819192#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"26","1.3","Ben More","1C","M01C","","1174","3852","51","365N","NN432244","NN382244","188","986","NN 43278 24408","trig point: OS measurement","","","","Ma,M,Mur,CoA,CoU","Central(CoA); Stirling(CoU)","28/10/01 00:00:00","","243275","724416","56.38595","-4.5401","#http://www.streetmap.co.uk/newmap.srf?x=243275&y=724416&z=3&sv=243275,724416&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN432244#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0"
"27","1.3","Stob Binnein","1C","M01C","","1165","3822","51","365N","NN434227","NN432235","862","303","NN 43481 22711","cairn","","","","Ma,M,Mur","","28/10/01 00:00:00","","243478","722719","56.37078","-4.5358","#http://www.streetmap.co.uk/newmap.srf?x=243478&y=722719&z=3&sv=243478,722719&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN434227#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"28","1.3","Stob Binnein - Stob Coire an Lochain","1C","M01C","","1068","3504","51","365N","NN438220","","1045","23","NN 43844 22050","small cairn on rocky outcrop","","","","MT,sMur","","28/10/01 00:00:00","","243841","722058","56.36497","-4.52954","#http://www.streetmap.co.uk/newmap.srf?x=243841&y=722058&z=3&sv=243841,722058&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN438220#","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","1.3","Cruach Ardrain SW Top","1C","M01C","","1046","3432","51 56","364N","NN408211","","1038","8","NN 40845 21144","cairn","","","","xMT","","08/06/09 00:00:00","","240842","721152","56.35584","-4.57748","#http://www.streetmap.co.uk/newmap.srf?x=240842&y=721152&z=3&sv=240842,721152&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN408211#","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","1.3","Cruach Ardrain","1C","M01C","","1046","3432","51 56","364N","NN409212","NN421226","497","549","NN 40928 21208","cairn","","","","Ma,M,Mur","","28/10/01 00:00:00","","240925","721216","56.35644","-4.57618","#http://www.streetmap.co.uk/newmap.srf?x=240925&y=721216&z=3&sv=240925,721216&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN409212#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"31","1.3","An Caisteal","1C","M01C","","995","3264","50 56","364N","NN378193","NN397197","523","472","NN 37876 19338","cairn","","","","Ma,M,Mur","","28/10/01 00:00:00","","237873","719345","56.33861","-4.62436","#http://www.streetmap.co.uk/newmap.srf?x=237873&y=719345&z=3&sv=237873,719345&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN378193#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"32","1.3","Ben Lomond","1C","M01C","","974","3196","56","364S","NN367028","NN397098","154","820","NN 36707 02859","trig point: OS measurement","","","","Ma,M,Mur,CoH","Stirlingshire(CoH)","28/10/01 00:00:00","","236703","702866","56.19032","-4.63308","#http://www.streetmap.co.uk/newmap.srf?x=236703&y=702866&z=3&sv=236703,702866&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN367028#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"33","1.3","Stob Binnein - Meall na Dige","1C","M01C","","966","3169","51","365N","NN450225","","884","82","NN 45053 22587","cairn","","","","MT,Mur","","28/10/01 00:00:00","","245050","722595","56.37019","-4.51031","#http://www.streetmap.co.uk/newmap.srf?x=245050&y=722595&z=3&sv=245050,722595&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN450225#","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","1.3","Cruach Ardrain - Stob Garbh","1C","M01C","","959","3146","51","364N 365N","NN411221","NN411214","856","103","NN 41116 22136","cairn","","","","MT,Mur,Hu","","20/11/09 00:00:00","","241113","722144","56.36483","-4.5737","#http://www.streetmap.co.uk/newmap.srf?x=241113&y=722144&z=3&sv=241113,722144&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN411221#","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"35","1.3","Beinn Tulaichean","1C","M01C","","946","3104","56","364N 365N","NN416196","NN412203","825","121","NN 41664 19601","cairn","","","","M,Mur,Hu","","20/11/09 00:00:00","","241661","719608","56.34226","-4.56331","#http://www.streetmap.co.uk/newmap.srf?x=241661&y=719608&z=3&sv=241661,719608&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN416196#","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"36","1.3","Beinn a'Chroin [Beinn a'Chroin East Top]","1C","M01C","","940","3084","50 56","364N","NN394186","NN391186","879","61","NN 39399 18591","cairn","","","","M,Mur","","15/01/03 00:00:00","","239396","718598","56.33243","-4.5993","#http://www.streetmap.co.uk/newmap.srf?x=239396&y=718598&z=3&sv=239396,718598&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN394186#","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","1.3","Beinn a'Chroin West Top","1C","M01C","","938","3077","50 56","364N","NN385185","NN386185","922","16","NN 38595 18560","cairn","","","","MT","","15/01/03 00:00:00","See Database Notes","238592","718567","56.33188","-4.61227","#http://www.streetmap.co.uk/newmap.srf?x=238592&y=718567&z=3&sv=238592,718567&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN385185#","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","1.3","Beinn Chabhair","1C","M01C","","933","3061","50 56","364N","NN367179","NN373183","619","314","NN 36761 17961","small cairn on rocky outcrop","","","","Ma,M,Mur","","28/10/01 00:00:00","","236758","717968","56.32587","-4.64152","#http://www.streetmap.co.uk/newmap.srf?x=236758&y=717968&z=3&sv=236758,717968&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN367179#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"39","1.3","Stob Binnein - Creag a'Bhragit","1C","M01C","","925","3035","51","365N","NN448224","","910","15","","","","","","xMT","","28/10/01 00:00:00","","244800","722400","56.36836","-4.51423","#http://www.streetmap.co.uk/newmap.srf?x=244800&y=722400&z=3&sv=244800,722400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN448224#","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","1.3","Cruach Ardrain - Stob Garbh SE Top","1C","M01C","","920","3018","51 56","364N 365N","NN413217","","908","12","","","","","","xMT","","28/10/01 00:00:00","","241300","721700","56.36091","-4.57041","#http://www.streetmap.co.uk/newmap.srf?x=241300&y=721700&z=3&sv=241300,721700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN413217#","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
