Number,_Section,Name,Section,Region,Area,Metres,Feet,Map 1:50k,Map 1:25k,Grid ref,Col grid ref,Col height,Drop,10-figure grid ref,Feature,Observations,Survey,Date climbed,Classification,County,Revision,Comments,xcoord,ycoord,Latitude,Longitude,Streetmap,Get-a-map,Marilyn,SubMarilyn,Deleted Marilyn,Twin Marilyn,Munro,Munro Top,Deleted Munro Top,Corbett,Corbett Top of Munro,Corbett Top of Corbett,Deleted Corbett,Graham,Graham Top of Munro,Graham Top of Corbett,Graham Top of Graham,SubGraham,Donald,Donald Top,Deleted Donald Top,Murdo,SubMurdo,Hewitt,SubHewitt,Nuttall,Deleted Nuttall,Wainwright,Wainwright Outlying Fell,Buxton & Lewis,Dewey,Birkett,HuMP,Bridge,Trail 100,County Top - Historic,County Top - Administrative,County Top - Current County and Unitary Authority,County Top - London Borough
42,1.3,Ben Ledi,1C,Loch Lomond to Strathyre,,879,2884,57,365S,NN562097,NN407155,351,528,NN 56239 09770,trig point,base of cairn 5m S is higher but is probably 'man made',Abney level,,"Ma,C",,28-Oct-01,,256236,709777,56.25866,-4.32238,"http://www.streetmap.co.uk/newmap.srf?x=256236&y=709777&z=3&sv=256236,709777&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN562097,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,1.3,Stob a'Choin,1C,Loch Lomond to Strathyre,,869,2851,56,364N 365N,NN416159,NN451141,389,480,,,,,,"Ma,C",,28-Oct-01,,241600,715900,56.30902,-4.56212,"http://www.streetmap.co.uk/newmap.srf?x=241600&y=715900&z=3&sv=241600,715900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN416159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1.3,Meall an t-Seallaidh,1C,Loch Lomond to Strathyre,,852,2795,51,365N,NN542234,NN485251,425,427,NN 54213 23399,trig point,,,,"Ma,C",,28-Oct-01,,254210,723407,56.38039,-4.3626,"http://www.streetmap.co.uk/newmap.srf?x=254210&y=723407&z=3&sv=254210,723407&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN542234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,1.3,Benvane,1C,Loch Lomond to Strathyre,,821,2694,57,365N,NN535137,NN550127,606,215,NN 53519 13722,cairn,,obvious summit,,"Ma,C",,28-Oct-01,,253516,713729,56.2933,-4.36844,"http://www.streetmap.co.uk/newmap.srf?x=253516&y=713729&z=3&sv=253516,713729&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN535137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1.3,Creag Mac Ranaich,1C,Loch Lomond to Strathyre,,809,2654,51,365N,NN545255,NN541248,596,213,NN 54548 25546,cairn,North top,,,"Ma,C",,28-Oct-01,,254545,725554,56.39976,-4.35837,"http://www.streetmap.co.uk/newmap.srf?x=254545&y=725554&z=3&sv=254545,725554&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN545255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,1.3,Stob Fear-tomhais [Beinn Stacath] [Ceann na Baintighearna],1C,Loch Lomond to Strathyre,,771,2530,57,365N,NN474163,NN518149,408,363,NN 47436 16315,trig point,,,,"Ma,C",,12-Jun-02,,247433,716322,56.31466,-4.46813,"http://www.streetmap.co.uk/newmap.srf?x=247433&y=716322&z=3&sv=247433,716322&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN474163,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,1.3,Beinn a'Choin,1C,Loch Lomond to Strathyre,,770,2526,50 56,364N 364S,NN354130,NN346166,424,346,,,,,,"Ma,C",,28-Oct-01,,235400,713000,56.28088,-4.66042,"http://www.streetmap.co.uk/newmap.srf?x=235400&y=713000&z=3&sv=235400,713000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN354130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,1.3,The Stob,1C,Loch Lomond to Strathyre,,753,2470,51,365N,NN491231,NN502232,525,228,NN 49142 23176,small cairn on rock,,,,"Ma,G",,28-Oct-01,,249139,723184,56.37679,-4.44451,"http://www.streetmap.co.uk/newmap.srf?x=249139&y=723184&z=3&sv=249139,723184&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN491231,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,1.3,Meall Mor,1C,Loch Lomond to Strathyre,,747,2451,50 56,364N,NN383151,NN360160,485,262,NN 38378 15135,grass covered knoll,knoll is 5m E of small cairn,,,"Ma,G",,15-Jan-03,,238375,715142,56.30107,-4.61368,"http://www.streetmap.co.uk/newmap.srf?x=238375&y=715142&z=3&sv=238375,715142&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN383151,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,1.3,Ben Venue,1C,Loch Lomond to Strathyre,,729,2392,57,365S,NN474063,NN407086,184,545,NN 47459 06326,rock,25m E of cairn,Abney level,,"Ma,G",,28-Oct-01,,247456,706333,56.22501,-4.46199,"http://www.streetmap.co.uk/newmap.srf?x=247456&y=706333&z=3&sv=247456,706333&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN474063,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,1.3,Stob Breac,1C,Loch Lomond to Strathyre,,688,2257,57,365N,NN447166,NN438144,445,243,NN 44726 16606,three stones,,,,"Ma,G",,28-Oct-01,,244723,716613,56.31639,-4.51206,"http://www.streetmap.co.uk/newmap.srf?x=244723&y=716613&z=3&sv=244723,716613&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN447166,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,1.3,Meall Cala,1C,Loch Lomond to Strathyre,,674,2211,57,365S,NN508127,NN 5009 1372,525,149,NN 50831 12770,tiny cairn,,Leica NA730/530,,"sMa,sG,GTC,Hu",,20-Nov-09,Col grid ref updated,250828,712777,56.28392,-4.41129,"http://www.streetmap.co.uk/newmap.srf?x=250828&y=712777&z=3&sv=250828,712777&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN508127,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,1.3,Creag Mhor,1C,Loch Lomond to Strathyre,,658,2159,57,365N,NN510185,NN492183,365,293,,,,,,"Ma,G",,28-Oct-01,,251000,718500,56.33541,-4.4118,"http://www.streetmap.co.uk/newmap.srf?x=251000&y=718500&z=3&sv=251000,718500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN510185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,1.3,Cruinn a'Bheinn,1C,Loch Lomond to Strathyre,,632,2073,56,364S,NN365051,NN364045,455,177,NN 36542 05142,cairn,,obvious summit,,"Ma,G",,28-Oct-01,,236538,705149,56.21075,-4.63714,"http://www.streetmap.co.uk/newmap.srf?x=236538&y=705149&z=3&sv=236538,705149&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN365051,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,1.3,Beinn Uamha,1C,Loch Lomond to Strathyre,,596,1955,56,364S,NN386069,NN353062,332,264,NN 38648 06902,cairn,,,,Ma,,15-Jan-03,,238645,706909,56.22727,-4.60429,"http://www.streetmap.co.uk/newmap.srf?x=238645&y=706909&z=3&sv=238645,706909&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN386069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,1.3,Beinn Uird,1C,Loch Lomond to Strathyre,,597,1959,56,364S,NS399985,NN385001,385,212,NS 39949 98516,small cairn,,Abney level,,Ma,,28-Oct-01,,239945,698523,56.15244,-4.57828,"http://www.streetmap.co.uk/newmap.srf?x=239945&y=698523&z=3&sv=239945,698523&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NS399985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,1.3,Binnean nan Gobhar,1C,Loch Lomond to Strathyre,,586,1923,56,364S 365S,NS419967,NS406972,433,153,NS 41899 96755,cairn on flat rock,,Abney level,,Ma,,15-Jan-03,,241896,696762,56.13728,-4.54587,"http://www.streetmap.co.uk/newmap.srf?x=241896&y=696762&z=3&sv=241896,696762&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NS419967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,1.3,Beinn an t-Sidhein,1C,Loch Lomond to Strathyre,,572,1877,57,365N,NN547178,NN547149,285,287,NN 54700 17855,small cairn,,,,Ma,,15-Jan-03,,254697,717862,56.33077,-4.35165,"http://www.streetmap.co.uk/newmap.srf?x=254697&y=717862&z=3&sv=254697,717862&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN547178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,1.3,Meall Gainmheich,1C,Loch Lomond to Strathyre,,566,1857,57,365S,NN509095,NN493105,343,223,NN 50960 09511,no cairn but obvious high point,,,,Ma,,28-Oct-01,,250957,709518,56.25471,-4.40737,"http://www.streetmap.co.uk/newmap.srf?x=250957&y=709518&z=3&sv=250957,709518&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN509095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,1.3,Beinn Dubh,1C,Loch Lomond to Strathyre,,508,1667,56,364S,NN404045,NN393062,315,193,NN 40446 04503,cairn,,,,Ma,,15-Jan-03,,240443,704510,56.20634,-4.57388,"http://www.streetmap.co.uk/newmap.srf?x=240443&y=704510&z=3&sv=240443,704510&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN404045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,1.3,Beinn Dearg,1C,Loch Lomond to Strathyre,,427,1401,57,365S,NN588037,NN569036,215,212,NN 58880 03784,meeting of 3 fences,,,,Ma,,15-Jan-03,,258877,703791,56.20571,-4.27659,"http://www.streetmap.co.uk/newmap.srf?x=258877&y=703791&z=3&sv=258877,703791&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN588037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,1.3,Craig of Monievreckie,1C,Loch Lomond to Strathyre,,400,1312,57,365S,NN547020,NN533023,225,175,NN 54743 01997,trig point,,obvious summit,,Ma,,28-Oct-01,,254740,702004,56.18843,-4.34224,"http://www.streetmap.co.uk/newmap.srf?x=254740&y=702004&z=3&sv=254740,702004&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN547020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,1.3,Conic Hill,1C,Loch Lomond to Strathyre,,361,1184,56,347,NS432923,NS427931,208,153,NS 43282 92393,tiny cairn,SW top (NS 43040 92230) is at least 2.5m lower,Abney level,,Ma,,28-Oct-01,,243279,692400,56.09859,-4.52108,"http://www.streetmap.co.uk/newmap.srf?x=243279&y=692400&z=3&sv=243279,692400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NS432923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,1.4,Ben Lui,1D,Inveraray to Crianlarich,,1130,3707,50,364N 377E,NN266263,NN320308,255,875,NN 26639 26289,cairn,,,,"Ma,M,Mur",,28-Oct-01,,226635,726297,56.39701,-4.81051,"http://www.streetmap.co.uk/newmap.srf?x=226635&y=726297&z=3&sv=226635,726297&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN266263,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
66,1.4,Ben Lui NW Top,1D,Inveraray to Crianlarich,,1127,3698,50,364N 377E,NN265264,,1118,9,NN 26550 26406,cairn,,,,xMT,,28-Oct-01,,226546,726414,56.39803,-4.81203,"http://www.streetmap.co.uk/newmap.srf?x=226546&y=726414&z=3&sv=226546,726414&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN265264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1.4,Ben Oss,1D,Inveraray to Crianlarich,,1029,3376,50,364N 377E,NN287253,NN274245,687,342,NN 28765 25339,cairn,,,,"Ma,M,Mur",,28-Oct-01,,228761,725347,56.38926,-4.77549,"http://www.streetmap.co.uk/newmap.srf?x=228761&y=725347&z=3&sv=228761,725347&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN287253,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,1.4,Beinn Ime,1D,Inveraray to Crianlarich,,1011,3317,56,364S,NN254084,NN271211,299,712,NN 25498 08484,shelter around old trig point,,,,"Ma,M,Mur",,10-Mar-07,,225494,708491,56.23682,-4.81718,"http://www.streetmap.co.uk/newmap.srf?x=225494&y=708491&z=3&sv=225494,708491&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN254084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,1.4,Beinn Dubhchraig,1D,Inveraray to Crianlarich,,978,3209,50,364N 377E,NN307254,NN298258,779,199,NN 30766 25485,cairn,,,,"Ma,M,Mur",,28-Oct-01,,230762,725493,56.39129,-4.74321,"http://www.streetmap.co.uk/newmap.srf?x=230762&y=725493&z=3&sv=230762,725493&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN307254,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,1.4,Beinn Bhuidhe,1D,Inveraray to Crianlarich,,948,3110,50 56,364N,NN203187,NN203209,356,592,NN 20373 18714,trig point,,,,"Ma,M,Mur",,28-Oct-01,,220369,718722,56.3267,-4.90671,"http://www.streetmap.co.uk/newmap.srf?x=220369&y=718722&z=3&sv=220369,718722&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN203187,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,1.4,Ben Vorlich,1D,Inveraray to Crianlarich,,943,3094,50 56,364N 364S,NN295124,NN286149,311,632,NN 29513 12469,cairn on rocky outcrop,higher than trig point 150m SE at NN 29585 12300,,,"Ma,M,Mur,CoH",Dunbartonshire(CoH),28-Oct-01,,229509,712476,56.27404,-4.75505,"http://www.streetmap.co.uk/newmap.srf?x=229509&y=712476&z=3&sv=229509,712476&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN295124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
72,1.4,Ben Oss North Top,1D,Inveraray to Crianlarich,,941,3087,50,364N 377E,NN290258,,916,25,NN 29090 25872,cairn,cairn at NN 29090 25845 may be as high,,,sMur,,28-Oct-01,,229086,725880,56.39416,-4.77058,"http://www.streetmap.co.uk/newmap.srf?x=229086&y=725880&z=3&sv=229086,725880&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN290258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1.4,Ben Vorlich North Top,1D,Inveraray to Crianlarich,,931,3054,50 56,364N 364S,NN294130,,904,27,,,,,,"MT,sMur",,28-Oct-01,,229400,713000,56.27876,-4.75721,"http://www.streetmap.co.uk/newmap.srf?x=229400&y=713000&z=3&sv=229400,713000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN294130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1.4,Beinn Narnain,1D,Inveraray to Crianlarich,,927,3041,56,364S,NN271066,NN261071,637,290,NN 27171 06649,trig point,,,,"Ma,M,Mur",,15-Jan-03,,227167,706656,56.22096,-4.78902,"http://www.streetmap.co.uk/newmap.srf?x=227167&y=706656&z=3&sv=227167,706656&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN271066,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,1.4,Beinn a'Chleibh,1D,Inveraray to Crianlarich,,916,3005,50,364N 377E,NN250256,NN256258,775,141,NN 25054 25600,cairn,,,,"sMa,M,Mur,Hu",,28-Oct-01,,225050,725608,56.39025,-4.8357,"http://www.streetmap.co.uk/newmap.srf?x=225050&y=725608&z=3&sv=225050,725608&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN250256,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,1.4,Ben Vane,1D,Inveraray to Crianlarich,,915.76,3004,56,364S,NN277098,NN263096,492,423,NN 27758 09836,rock outcrop near small cairn,note cairn at top of gully 35m E at NN 27790 09830 is 0.52m lower,Leica NA730/530,,"Ma,M,Mur",,20-Nov-09,Height updated,227754,709843,56.24978,-4.78164,"http://www.streetmap.co.uk/newmap.srf?x=227754&y=709843&z=3&sv=227754,709843&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN277098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,1.4,Beinn Bhuidhe East Top,1D,Inveraray to Crianlarich,,901,2956,50 56,364N,NN212193,NN211191,826,75,NN 21286 19350,cairn,,,,"CTM,sMur",,15-Jan-03,,221282,719358,56.33276,-4.8924,"http://www.streetmap.co.uk/newmap.srf?x=221282&y=719358&z=3&sv=221282,719358&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN212193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1.4,Beinn Ime - Beinn Chorranach,1D,Inveraray to Crianlarich,,888,2913,56,364S,NN254095,NN255091,748,140,,,,,,"CTM,sMa,Hu",,15-Jan-03,,225400,709500,56.2459,-4.81942,"http://www.streetmap.co.uk/newmap.srf?x=225400&y=709500&z=3&sv=225400,709500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN254095,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,1.4,The Cobbler [Ben Arthur],1D,Inveraray to Crianlarich,,884,2900,56,364S,NN259058,NN262066,628,256,NN 25951 05819,summit rock pinnacle,,,,"Ma,C",,28-Oct-01,,225947,705826,56.21307,-4.80813,"http://www.streetmap.co.uk/newmap.srf?x=225947&y=705826&z=3&sv=225947,705826&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN259058,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80,1.4,Beinn Chuirn,1D,Inveraray to Crianlarich,,880,2887,50,364N 377E,NN280292,NN264278,434,446,NN 28033 29225,cairn,,,,"Ma,C",,28-Oct-01,,228029,729233,56.42387,-4.78988,"http://www.streetmap.co.uk/newmap.srf?x=228029&y=729233&z=3&sv=228029,729233&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN280292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,1.4,Beinn Luibhean,1D,Inveraray to Crianlarich,,858,2815,56,363N 364S,NN242079,NN249078,675,183,NN 24285 07913,boulder,,,,"Ma,C",,28-Oct-01,,224281,707920,56.23125,-4.83634,"http://www.streetmap.co.uk/newmap.srf?x=224281&y=707920&z=3&sv=224281,707920&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN242079,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,1.4,Stob Coire Creagach [Binnein an Fhidhleir],1D,Inveraray to Crianlarich,,817,2680,50 56,363N 364S,NN230109,NN265131,313,504,NN 23067 10911,cairn,rock immediately by cairn is highest point,Abney level,,"Ma,C",,28-Oct-01,,223063,710918,56.2577,-4.85797,"http://www.streetmap.co.uk/newmap.srf?x=223063&y=710918&z=3&sv=223063,710918&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN230109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,1.4,Meall an Fhudair,1D,Inveraray to Crianlarich,,764,2507,50 56,364N,NN270192,NN278180,382,382,NN 27071 19233,cairn,,,,"Ma,C",,15-Jan-03,,227067,719241,56.33385,-4.79887,"http://www.streetmap.co.uk/newmap.srf?x=227067&y=719241&z=3&sv=227067,719241&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN270192,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,1.4,Meall nan Gabhar,1D,Inveraray to Crianlarich,,744,2441,50,364N,NN235240,NN243239,479,265,NN 23571 24020,rock in centre of grassy summit,,,,"Ma,G",,28-Oct-01,,223567,724028,56.37552,-4.85862,"http://www.streetmap.co.uk/newmap.srf?x=223567&y=724028&z=3&sv=223567,724028&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN235240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
